"32/2","祈谷樂章。雍和","褚亮","全唐詩",32,"2","0618-08-03T06:40:00Z","p. 57","fla"
"32/3","祈谷樂章。舒和","褚亮","全唐詩",32,"3","0618-08-06T23:20:00Z","p. 58","fla"
"32/4","明堂樂章。肅和","褚亮","全唐詩",32,"4","0618-08-10T16:00:00Z","p. 59","fla"
"32/5","明堂樂章。雍和","褚亮","全唐詩",32,"5","0618-08-14T08:40:00Z","p. 60","fla"
"32/6","明堂樂章。舒和","褚亮","全唐詩",32,"6","0618-08-18T01:20:00Z","p. 61","fla"
"32/7","雩祀樂章。肅和","褚亮","全唐詩",32,"7","0618-08-21T18:00:00Z","p. 62","fla"
"32/8","雩祀樂章。雍和","褚亮","全唐詩",32,"8","0618-08-25T10:40:00Z","p. 63","fla"
"32/9","雩祀樂章。舒和","褚亮","全唐詩",32,"9","0618-08-29T03:20:00Z","p. 64","fla"
"32/10","享先農樂章。誠和","褚亮","全唐詩",32,"10","0618-09-01T20:00:00Z","p. 65","fla"
"32/11","享先農樂章。肅和","褚亮","全唐詩",32,"11","0618-09-05T12:40:00Z","p. 66","fla"
"32/12","享先農樂章。雍和","褚亮","全唐詩",32,"12","0618-09-09T05:20:00Z","p. 67","fla"
"32/13","享先農樂章。舒和","褚亮","全唐詩",32,"13","0618-09-12T22:00:00Z","p. 68","fla"
"32/14","祭神州樂章。肅和","褚亮","全唐詩",32,"14","0618-09-16T14:40:00Z","p. 69","fla"
"32/15","祭神州樂章。雍和","褚亮","全唐詩",32,"15","0618-09-20T07:20:00Z","p. 70","fla"
"32/16","祭神州樂章。舒和","褚亮","全唐詩",32,"16","0618-09-24T00:00:00Z","p. 71","fla"
"32/17","祭方丘樂章。順和","褚亮","全唐詩",32,"17","0618-09-27T16:40:00Z","p. 72","fla"
"32/18","祭方丘樂章。肅和","褚亮","全唐詩",32,"18","0618-10-01T09:20:00Z","p. 73","fla"
"32/19","祭方丘樂章。雍和","褚亮","全唐詩",32,"19","0618-10-05T02:00:00Z","p. 74","fla"
"32/20","祭方丘樂章。舒和","褚亮","全唐詩",32,"20","0618-10-08T18:40:00Z","p. 75","fla"
"32/21","祭方丘樂章。順和","褚亮","全唐詩",32,"21","0618-10-12T11:20:00Z","p. 76","fla"
"32/22","臨高臺","褚亮","全唐詩",32,"22","0618-10-16T04:00:00Z","p. 77","fla"
"32/23","賦得蜀都","褚亮","全唐詩",32,"23","0618-10-19T20:40:00Z","p. 78","fla"
"32/24","奉和詠日午","褚亮","全唐詩",32,"24","0618-10-23T13:20:00Z","p. 79","fla"
"32/25","奉和望月應魏王教","褚亮","全唐詩",32,"25","0618-10-27T06:00:00Z","p. 80","fla"
"32/26","詠花燭（燭花）","褚亮","全唐詩",32,"26","0618-10-30T22:40:00Z","p. 81","fla"
"32/27","在隴頭哭潘學士","褚亮","全唐詩",32,"27","0618-11-03T15:20:00Z","p. 82","fla"
"32/28","奉和禁苑餞別應令","褚亮","全唐詩",32,"28","0618-11-07T08:00:00Z","p. 83","fla"
"32/29","和禦史韋大夫喜霽之作","褚亮","全唐詩",32,"29","0618-11-11T00:40:00Z","p. 84","fla"
"32/30","晚別樂記室彥","褚亮","全唐詩",32,"30","0618-11-14T17:20:00Z","p. 85","fla"
"32/31","傷始平李少府正己","褚亮","全唐詩",32,"31","0618-11-18T10:00:00Z","p. 86","fla"
"32/32","秋雁（一作虞世南詩）","褚亮","全唐詩",32,"32","0618-11-22T02:40:00Z","p. 87","fla"
"32/33","句（贈杜侍禦）","褚亮","全唐詩",32,"33","0618-11-25T19:20:00Z","p. 88","fla"
"33/1","冬日宴群公於宅各賦一字得杯","于志寧","全唐詩",33,"1","0618-11-29T12:00:00Z","p. 89","fla"
"33/2","冬日宴於庶子宅各賦一字得趣","令狐德棻","全唐詩",33,"2","0618-12-03T04:40:00Z","p. 90","fla"
"33/3","冬日宴於庶子宅各賦一字得色","封行高","全唐詩",33,"3","0618-12-06T21:20:00Z","p. 91","fla"
"33/4","冬日宴於庶子宅各賦一字得節","杜正倫","全唐詩",33,"4","0618-12-10T14:00:00Z","p. 92","fla"
"33/5","玄武門侍宴（一作侍宴北門）","杜正倫","全唐詩",33,"5","0618-12-14T06:40:00Z","p. 93","fla"
"33/6","奉和正日臨朝","岑文本","全唐詩",33,"6","0618-12-17T23:20:00Z","p. 94","fla"
"33/7","奉述飛白書勢","岑文本","全唐詩",33,"7","0618-12-21T16:00:00Z","p. 95","fla"
"33/8","冬日宴於庶子宅各賦一字得平","岑文本","全唐詩",33,"8","0618-12-25T08:40:00Z","p. 96","fla"
"33/9","安德山池宴集","岑文本","全唐詩",33,"9","0618-12-29T01:20:00Z","p. 97","fla"
"33/10","安德山池宴集","劉洎","全唐詩",33,"10","0619-01-01T18:00:00Z","p. 98","fla"
"33/11","安德山池宴集","褚遂良","全唐詩",33,"11","0619-01-05T10:40:00Z","p. 99","fla"
"33/12","安德山池宴集","楊續","全唐詩",33,"12","0619-01-09T03:20:00Z","p. 100","fla"
"33/13","遊清都觀尋沈道士得仙字","劉孝孫","全唐詩",33,"13","0619-01-12T20:00:00Z","p. 101","fla"
"33/14","早發成皋望河","劉孝孫","全唐詩",33,"14","0619-01-16T12:40:00Z","p. 102","fla"
"33/15","遊靈山寺","劉孝孫","全唐詩",33,"15","0619-01-20T05:20:00Z","p. 103","fla"
"33/16","冬日宴於庶子宅各賦一字得鮮","劉孝孫","全唐詩",33,"16","0619-01-23T22:00:00Z","p. 104","fla"
"33/17","送劉散員同賦陳思王詩遊人久不歸（一作賀朝或賀朝清）","劉孝孫","全唐詩",33,"17","0619-01-27T14:40:00Z","p. 105","fla"
"33/18","詠笛","劉孝孫","全唐詩",33,"18","0619-01-31T07:20:00Z","p. 106","fla"
"33/19","賦得春鶯送友人（又作賀朝詩）","劉孝孫","全唐詩",33,"19","0619-02-04T00:00:00Z","p. 107","fla"
"33/20","巫山高","陸敬","全唐詩",33,"20","0619-02-07T16:40:00Z","p. 108","fla"
"33/21","游隋故都","陸敬","全唐詩",33,"21","0619-02-11T09:20:00Z","p. 109","fla"
"33/22","遊清都觀尋沈道士得都字","陸敬","全唐詩",33,"22","0619-02-15T02:00:00Z","p. 110","fla"
"33/23","七夕賦詠成篇","陸敬","全唐詩",33,"23","0619-02-18T18:40:00Z","p. 111","fla"
"33/24","七夕賦詠成篇","沈叔安","全唐詩",33,"24","0619-02-22T11:20:00Z","p. 112","fla"
"33/25","七夕賦詠成篇","何仲宣","全唐詩",33,"25","0619-02-26T04:00:00Z","p. 113","fla"
"33/26","遊清都觀尋沈道士得芳字","趙中虛","全唐詩",33,"26","0619-03-01T20:40:00Z","p. 114","fla"
"33/27","送劉散員賦得陳思王詩明月照高樓","楊浚","全唐詩",33,"27","0619-03-05T13:20:00Z","p. 115","fla"
"34/1","隴頭水","楊師道","全唐詩",34,"1","0619-03-09T06:00:00Z","p. 116","fla"
"34/2","中書寓直詠雨簡褚起居上官學士","楊師道","全唐詩",34,"2","0619-03-12T22:40:00Z","p. 117","fla"
"34/3","闕題","楊師道","全唐詩",34,"3","0619-03-16T15:20:00Z","p. 118","fla"
"34/4","初秋夜坐應詔","楊師道","全唐詩",34,"4","0619-03-20T08:00:00Z","p. 119","fla"
"34/5","賦終南山用風字韻應詔","楊師道","全唐詩",34,"5","0619-03-24T00:40:00Z","p. 120","fla"
"34/6","詠飲馬應詔","楊師道","全唐詩",34,"6","0619-03-27T17:20:00Z","p. 121","fla"
"34/7","初宵看婚","楊師道","全唐詩",34,"7","0619-03-31T10:00:00Z","p. 122","fla"
"34/8","侍宴賦得起坐彈鳴琴二首（一作楊希道詩）","楊師道","全唐詩",34,"8","0619-04-04T02:40:00Z","p. 123","fla"
"34/9","詠琴（一作楊希道詩）","楊師道","全唐詩",34,"9","0619-04-07T19:20:00Z","p. 124","fla"
"34/10","詠笙（一作楊希道詩）","楊師道","全唐詩",34,"10","0619-04-11T12:00:00Z","p. 125","fla"
"34/11","應詔詠巢烏","楊師道","全唐詩",34,"11","0619-04-15T04:40:00Z","p. 126","fla"
"34/12","奉和夏日晚景應詔","楊師道","全唐詩",34,"12","0619-04-18T21:20:00Z","p. 127","fla"
"34/13","奉和聖制春日望海","楊師道","全唐詩",34,"13","0619-04-22T14:00:00Z","p. 128","fla"
"34/14","春朝閒步","楊師道","全唐詩",34,"14","0619-04-26T06:40:00Z","p. 129","fla"
"34/15","還山宅","楊師道","全唐詩",34,"15","0619-04-29T23:20:00Z","p. 130","fla"
"34/16","詠馬","楊師道","全唐詩",34,"16","0619-05-03T16:00:00Z","p. 131","fla"
"34/17","奉和詠弓","楊師道","全唐詩",34,"17","0619-05-07T08:40:00Z","p. 132","fla"
"34/18","詠硯","楊師道","全唐詩",34,"18","0619-05-11T01:20:00Z","p. 133","fla"
"34/19","奉和正日臨朝應詔","楊師道","全唐詩",34,"19","0619-05-14T18:00:00Z","p. 134","fla"
"34/20","詠舞（一作楊希道詩）","楊師道","全唐詩",34,"20","0619-05-18T10:40:00Z","p. 135","fla"
"35/1","奉和執契靜三邊應詔","許敬宗","全唐詩",35,"1","0619-05-22T03:20:00Z","p. 136","fla"
"35/2","奉和行經破薛舉戰地應制","許敬宗","全唐詩",35,"2","0619-05-25T20:00:00Z","p. 137","fla"
"35/3","奉和入潼關","許敬宗","全唐詩",35,"3","0619-05-29T12:40:00Z","p. 138","fla"
"35/4","奉和春日望海","許敬宗","全唐詩",35,"4","0619-06-02T05:20:00Z","p. 139","fla"
"35/5","奉和元日應制","許敬宗","全唐詩",35,"5","0619-06-05T22:00:00Z","p. 140","fla"
"35/6","奉和初春登樓即目應詔","許敬宗","全唐詩",35,"6","0619-06-09T14:40:00Z","p. 141","fla"
"35/7","奉和秋日即目應制","許敬宗","全唐詩",35,"7","0619-06-13T07:20:00Z","p. 142","fla"
"35/8","奉和秋暮言志應制","許敬宗","全唐詩",35,"8","0619-06-17T00:00:00Z","p. 143","fla"
"35/9","奉和喜雪應制","許敬宗","全唐詩",35,"9","0619-06-20T16:40:00Z","p. 144","fla"
"35/10","奉和登陝州城樓應制","許敬宗","全唐詩",35,"10","0619-06-24T09:20:00Z","p. 145","fla"
"35/11","遊清都觀尋沈道士得清字","許敬宗","全唐詩",35,"11","0619-06-28T02:00:00Z","p. 146","fla"
"35/12","奉和七夕宴懸圃應制二首","許敬宗","全唐詩",35,"12","0619-07-01T18:40:00Z","p. 147","fla"
"35/13","奉和儀鸞殿早秋應制","許敬宗","全唐詩",35,"13","0619-07-05T11:20:00Z","p. 148","fla"
"35/14","奉和詠雨應詔","許敬宗","全唐詩",35,"14","0619-07-09T04:00:00Z","p. 149","fla"
"35/15","奉和過慈恩寺應制","許敬宗","全唐詩",35,"15","0619-07-12T20:40:00Z","p. 150","fla"
"35/16","冬日宴於庶子宅各賦一字得歸","許敬宗","全唐詩",35,"16","0619-07-16T13:20:00Z","p. 151","fla"
"35/17","送劉散員同賦得陳思王詩山樹郁蒼蒼","許敬宗","全唐詩",35,"17","0619-07-20T06:00:00Z","p. 152","fla"
"35/18","侍宴莎冊宮應制得情字","許敬宗","全唐詩",35,"18","0619-07-23T22:40:00Z","p. 153","fla"
"35/19","奉和過舊宅應制","許敬宗","全唐詩",35,"19","0619-07-27T15:20:00Z","p. 154","fla"
"35/20","奉和宴中山應制","許敬宗","全唐詩",35,"20","0619-07-31T08:00:00Z","p. 155","fla"
"35/21","奉和聖制登三台言志應制","許敬宗","全唐詩",35,"21","0619-08-04T00:40:00Z","p. 156","fla"
"35/22","安德山池宴集","許敬宗","全唐詩",35,"22","0619-08-07T17:20:00Z","p. 157","fla"
"35/23","奉和聖制送來濟應制","許敬宗","全唐詩",35,"23","0619-08-11T10:00:00Z","p. 158","fla"
"35/24","七夕賦詠成篇","許敬宗","全唐詩",35,"24","0619-08-15T02:40:00Z","p. 159","fla"
"35/25","擬江令于長安歸揚州九日賦","許敬宗","全唐詩",35,"25","0619-08-18T19:20:00Z","p. 160","fla"
"35/26","同前擬","許敬宗","全唐詩",35,"26","0619-08-22T12:00:00Z","p. 161","fla"
"35/27","和邊城秋氣早","李義府","全唐詩",35,"27","0619-08-26T04:40:00Z","p. 162","fla"
"35/28","招諭有懷贈同行人（一作李乂詩）","李義府","全唐詩",35,"28","0619-08-29T21:20:00Z","p. 163","fla"
"35/29","宣正殿芝草","李義府","全唐詩",35,"29","0619-09-02T14:00:00Z","p. 164","fla"
"35/30","詠鸚鵡","李義府","全唐詩",35,"30","0619-09-06T06:40:00Z","p. 165","fla"
"35/31","在巂州遙敘封禪","李義府","全唐詩",35,"31","0619-09-09T23:20:00Z","p. 166","fla"
"35/32","堂堂詞二首（一作題美人）","李義府","全唐詩",35,"32","0619-09-13T16:00:00Z","p. 167","fla"
"35/33","詠烏","李義府","全唐詩",35,"33","0619-09-17T08:40:00Z","p. 168","fla"
"36/1","從軍行二首（一作擬古）","虞世南","全唐詩",36,"1","0619-09-21T01:20:00Z","p. 169","fla"
"36/2","擬飲馬長城窟","虞世南","全唐詩",36,"2","0619-09-24T18:00:00Z","p. 170","fla"
"36/3","出塞","虞世南","全唐詩",36,"3","0619-09-28T10:40:00Z","p. 171","fla"
"36/4","結客少年場行","虞世南","全唐詩",36,"4","0619-10-02T03:20:00Z","p. 172","fla"
"36/5","怨歌行","虞世南","全唐詩",36,"5","0619-10-05T20:00:00Z","p. 173","fla"
"36/6","中婦織流黃","虞世南","全唐詩",36,"6","0619-10-09T12:40:00Z","p. 174","fla"
"36/7","門有車馬客","虞世南","全唐詩",36,"7","0619-10-13T05:20:00Z","p. 175","fla"
"36/8","飛來雙白鶴","虞世南","全唐詩",36,"8","0619-10-16T22:00:00Z","p. 176","fla"
"36/9","奉和幽山雨後應令","虞世南","全唐詩",36,"9","0619-10-20T14:40:00Z","p. 177","fla"
"36/10","賦得吳都","虞世南","全唐詩",36,"10","0619-10-24T07:20:00Z","p. 178","fla"
"36/11","賦得慎罰","虞世南","全唐詩",36,"11","0619-10-28T00:00:00Z","p. 179","fla"
"36/12","奉和詠日午","虞世南","全唐詩",36,"12","0619-10-31T16:40:00Z","p. 180","fla"
"36/13","發營逢雨應詔","虞世南","全唐詩",36,"13","0619-11-04T09:20:00Z","p. 181","fla"
"36/14","賦得臨池竹應制","虞世南","全唐詩",36,"14","0619-11-08T02:00:00Z","p. 182","fla"
"36/15","侍宴應詔賦韻得前字","虞世南","全唐詩",36,"15","0619-11-11T18:40:00Z","p. 183","fla"
"36/16","侍宴歸雁堂","虞世南","全唐詩",36,"16","0619-11-15T11:20:00Z","p. 184","fla"
"36/17","淩晨早朝","虞世南","全唐詩",36,"17","0619-11-19T04:00:00Z","p. 185","fla"
"36/18","奉和詠風應魏王教","虞世南","全唐詩",36,"18","0619-11-22T20:40:00Z","p. 186","fla"
"36/19","初晴應教","虞世南","全唐詩",36,"19","0619-11-26T13:20:00Z","p. 187","fla"
"36/20","春夜","虞世南","全唐詩",36,"20","0619-11-30T06:00:00Z","p. 188","fla"
"36/21","詠舞","虞世南","全唐詩",36,"21","0619-12-03T22:40:00Z","p. 189","fla"
"36/22","詠螢","虞世南","全唐詩",36,"22","0619-12-07T15:20:00Z","p. 190","fla"
"36/23","蟬","虞世南","全唐詩",36,"23","0619-12-11T08:00:00Z","p. 191","fla"
"36/24","秋雁（一作褚亮詩）","虞世南","全唐詩",36,"24","0619-12-15T00:40:00Z","p. 192","fla"
"36/25","奉和月夜觀星應令","虞世南","全唐詩",36,"25","0619-12-18T17:20:00Z","p. 193","fla"
"36/26","和鑾輿頓戲下（一作追從鑾輿夕頓戲下應令）","虞世南","全唐詩",36,"26","0619-12-22T10:00:00Z","p. 194","fla"
"36/27","奉和至壽春應令","虞世南","全唐詩",36,"27","0619-12-26T02:40:00Z","p. 195","fla"
"36/28","奉和幸江都應詔","虞世南","全唐詩",36,"28","0619-12-29T19:20:00Z","p. 196","fla"
"36/29","奉和獻歲宴宮臣","虞世南","全唐詩",36,"29","0620-01-02T12:00:00Z","p. 197","fla"
"36/30","奉和出潁至淮應令","虞世南","全唐詩",36,"30","0620-01-06T04:40:00Z","p. 198","fla"
"36/31","應詔嘲司花女","虞世南","全唐詩",36,"31","0620-01-09T21:20:00Z","p. 199","fla"
"37/1","古意六首","王績","全唐詩",37,"1","0620-01-13T14:00:00Z","p. 200","fla"
"37/2","石竹詠","王績","全唐詩",37,"2","0620-01-17T06:40:00Z","p. 201","fla"
"37/3","田家三首（一作王勃詩）","王績","全唐詩",37,"3","0620-01-20T23:20:00Z","p. 202","fla"
"37/4","贈李征君大壽","王績","全唐詩",37,"4","0620-01-24T16:00:00Z","p. 203","fla"
"37/5","山中敘志","王績","全唐詩",37,"5","0620-01-28T08:40:00Z","p. 204","fla"
"37/6","贈梁公","王績","全唐詩",37,"6","0620-02-01T01:20:00Z","p. 205","fla"
"37/7","薛記室收過莊見尋率題古意以贈","王績","全唐詩",37,"7","0620-02-04T18:00:00Z","p. 206","fla"
"37/8","晚年敘志示翟處士","王績","全唐詩",37,"8","0620-02-08T10:40:00Z","p. 207","fla"
"37/9","春日（一作初春）","王績","全唐詩",37,"9","0620-02-12T03:20:00Z","p. 208","fla"
"37/10","采藥","王績","全唐詩",37,"10","0620-02-15T20:00:00Z","p. 209","fla"
"37/11","在京思故園見鄉人問","王績","全唐詩",37,"11","0620-02-19T12:40:00Z","p. 210","fla"
"37/12","春桂問答二首","王績","全唐詩",37,"12","0620-02-23T05:20:00Z","p. 211","fla"
"37/13","北山","王績","全唐詩",37,"13","0620-02-26T22:00:00Z","p. 212","fla"
"37/14","野望","王績","全唐詩",37,"14","0620-03-01T14:40:00Z","p. 213","fla"
"37/15","贈程處士","王績","全唐詩",37,"15","0620-03-05T07:20:00Z","p. 214","fla"
"37/16","九月九日贈崔使君善為","王績","全唐詩",37,"16","0620-03-09T00:00:00Z","p. 215","fla"
"37/17","獨坐","王績","全唐詩",37,"17","0620-03-12T16:40:00Z","p. 216","fla"
"37/18","遊仙四首","王績","全唐詩",37,"18","0620-03-16T09:20:00Z","p. 217","fla"
"37/19","策杖尋隱士","王績","全唐詩",37,"19","0620-03-20T02:00:00Z","p. 218","fla"
"37/20","贈學仙者","王績","全唐詩",37,"20","0620-03-23T18:40:00Z","p. 219","fla"
"37/21","黃頰山","王績","全唐詩",37,"21","0620-03-27T11:20:00Z","p. 220","fla"
"37/22","建德破後入長安詠秋蓬示辛學士","王績","全唐詩",37,"22","0620-03-31T04:00:00Z","p. 221","fla"
"37/23","過酒家五首（一作題酒店壁）","王績","全唐詩",37,"23","0620-04-03T20:40:00Z","p. 222","fla"
"37/24","夜還東溪","王績","全唐詩",37,"24","0620-04-07T13:20:00Z","p. 223","fla"
"37/25","山中別李處士","王績","全唐詩",37,"25","0620-04-11T06:00:00Z","p. 224","fla"
"37/26","初春","王績","全唐詩",37,"26","0620-04-14T22:40:00Z","p. 225","fla"
"37/27","醉後","王績","全唐詩",37,"27","0620-04-18T15:20:00Z","p. 226","fla"
"37/28","題酒店壁","王績","全唐詩",37,"28","0620-04-22T08:00:00Z","p. 227","fla"
"37/29","戲題蔔鋪壁","王績","全唐詩",37,"29","0620-04-26T00:40:00Z","p. 228","fla"
"37/30","嘗春酒","王績","全唐詩",37,"30","0620-04-29T17:20:00Z","p. 229","fla"
"37/31","獨酌","王績","全唐詩",37,"31","0620-05-03T10:00:00Z","p. 230","fla"
"37/32","秋夜喜遇王處士","王績","全唐詩",37,"32","0620-05-07T02:40:00Z","p. 231","fla"
"37/33","山夜調琴","王績","全唐詩",37,"33","0620-05-10T19:20:00Z","p. 232","fla"
"37/34","看釀酒","王績","全唐詩",37,"34","0620-05-14T12:00:00Z","p. 233","fla"
"37/35","食後","王績","全唐詩",37,"35","0620-05-18T04:40:00Z","p. 234","fla"
"37/36","過漢故城","王績","全唐詩",37,"36","0620-05-21T21:20:00Z","p. 235","fla"
"37/37","益州城西張超亭觀妓（一作盧照鄰詩，一作王績詩）","王績","全唐詩",37,"37","0620-05-25T14:00:00Z","p. 236","fla"
"37/38","詠妓（一作王績詩）","王績","全唐詩",37,"38","0620-05-29T06:40:00Z","p. 237","fla"
"37/39","辛司法宅觀妓（一作王績詩）","王績","全唐詩",37,"39","0620-06-01T23:20:00Z","p. 238","fla"
"37/40","詠巫山","王績","全唐詩",37,"40","0620-06-05T16:00:00Z","p. 239","fla"
"37/41","詠懷","王績","全唐詩",37,"41","0620-06-09T08:40:00Z","p. 240","fla"
"37/42","句","王績","全唐詩",37,"42","0620-06-13T01:20:00Z","p. 241","fla"
"38/1","詠舞","蕭德言","全唐詩",38,"1","0620-06-16T18:00:00Z","p. 242","fla"
"38/2","過嚴君平古井","鄭世翼","全唐詩",38,"2","0620-06-20T10:40:00Z","p. 243","fla"
"38/3","登北邙還望京洛","鄭世翼","全唐詩",38,"3","0620-06-24T03:20:00Z","p. 244","fla"
"38/4","巫山高","鄭世翼","全唐詩",38,"4","0620-06-27T20:00:00Z","p. 245","fla"
"38/5","看新婚","鄭世翼","全唐詩",38,"5","0620-07-01T12:40:00Z","p. 246","fla"
"38/6","見佳人負錢出路","鄭世翼","全唐詩",38,"6","0620-07-05T05:20:00Z","p. 247","fla"
"38/7","送金竟陵入蜀","崔信明","全唐詩",38,"7","0620-07-08T22:00:00Z","p. 248","fla"
"38/8","句","崔信明","全唐詩",38,"8","0620-07-12T14:40:00Z","p. 249","fla"
